Code	MIN	MAX	ROL	ROQ	
MTELC0002016	1	2	1	1	1
MTELC0002017	2	5	3	2	1
MTELC0002018	0	0	0	0	0
MTELC0002019	0	0	0	0	0
MTELC0002023	0	0	0	0	0
MTELC0002026	0	0	0	0	0
MTELC0002027	0	0	0	0	0
MTELC0002028	0	0	0	0	0
MTELC0002049	0	0	0	0	0
MTELC0002050	0	0	0	0	0
MTELC0002051	0	0	0	0	0
MTELC0002052	0	0	0	0	0
MTELC0002053	0	0	0	0	0
MTELC0002054	0	0	0	0	0
MTELC0002100	0	0	0	0	0
MTELC0002110	0	0	0	0	0
MTELC0002111	0	0	0	0	0
MTELC0002117	0	0	0	0	0
MTELC0002118	0	0	0	0	0
MTELC0002119	0	0	0	0	0
MTELC0002129	0	0	0	0	0
MTELC0002130	0	0	0	0	0
MTELC0002132	0	0	0	0	0
MTELC0002133	0	0	0	0	0
MTELC0002178	0	0	0	0	0
MTELC0002200	0	0	0	0	0
MTELC0002201	0	0	0	0	0
MTELC0002202	0	0	0	0	0
MTELC0002225	0	0	0	0	0
MTELC0002229	0	0	0	0	0
MTELC00022292	0	0	0	0	0
MTELC0002230	0	0	0	0	0
MTELC0002238	0	0	0	0	0
MTELC0002260	0	0	0	0	0
MTELC0002268	0	0	0	0	0
MTELC0002270	0	0	0	0	0
MTELC0002275	0	0	0	0	0
MTELC0002276	0	0	0	0	0
MTELC0002277	0	0	0	0	0
MTELC0002285	0	0	0	0	0
MTELC0002286	0	0	0	0	0
MTELC0002287	0	0	0	0	0
MTELC0002288	0	0	0	0	0
MTELC0002289	0	0	0	0	0
MTELC0002354	0	0	0	0	0
MTELC0002355	0	0	0	0	0
MTELC0002426	0	0	0	0	0
MTELC0002427	0	0	0	0	0
MTELC0002432	0	0	0	0	0
MTELC0002573	0	0	0	0	0
MTELC0002624	0	0	0	0	0
MTELC0002635	0	0	0	0	0
MTELC0002650	0	0	0	0	0
MTELC0002651	0	0	0	0	0
MTELC0002652	0	0	0	0	0
MTELC0002653	0	0	0	0	0
MTELC0002690	0	0	0	0	0
MTELC0002766	0	0	0	0	0
MTFUL0001205	1500	6600	1500	6600	1
MTFUL0001206	20	140	40	100	1
MTFUL0001207	10	40	15	30	1
MTFUL0001208	60	200	80	200	1
MTFUL0001209	5	40	10	30	1
MTFUL0001210	10	40	15	30	1
MTFUL0001211	100	400	150	400	1
MTFUL0001212	0	0	0	0	0
MTFUL0001555	5	10	5	10	1
MTFUL0001556	10	40	15	30	1
MTFUL0002031	0	0	0	0	0
MTFUL0002060	0	0	0	0	0
MTFUL0002062	0	0	0	0	0
MTFUL0002120	0	0	0	0	0
MTFUL0002121	0	0	0	0	0
MTFUL0002352	0	0	0	0	0
MTFUL0002353	0	0	0	0	0
MTFUL0002377	0	0	0	0	0
MTFUL0002638	0	0	0	0	0
MTGEN0000249	0	0	0	0	0
MTGEN0000250	5	10	6	4	1
MTGEN0000251	5	10	6	4	1
MTGEN0000252	5	10	6	4	1
MTGEN0000253	5	10	6	4	1
MTGEN0000254	5	10	6	4	1
MTGEN0000255	0	0	0	0	0
MTGEN0000256	0	0	0	0	0
MTGEN0000257	0	0	0	0	0
MTGEN0000258	50	100	55	45	1
MTGEN0000259	50	100	55	45	1
MTGEN0000260	10	15	11	9	1
MTGEN0000261	10	15	11	9	1
MTGEN0000262	10	15	11	9	1
MTGEN0000263	10	15	11	9	1
MTGEN0000264	10	15	11	9	1
MTGEN0000265	10	15	11	9	1
MTGEN0000266	10	15	11	9	1
MTGEN0000267	0	0	0	0	0
MTGEN0000268	10	15	11	9	1
MTGEN0000269	5	10	6	4	1
MTGEN0000270	5	10	6	4	1
MTGEN0000271	10	15	11	9	1
MTGEN0000272	10	15	11	9	1
MTGEN0000273	0	0	0	0	0
MTGEN0000274	10	20	11	9	1
MTGEN0000275	10	20	11	9	1
MTGEN0000276	10	20	11	9	1
MTGEN0000277	10	20	11	9	1
MTGEN0000278	10	20	11	9	1
MTGEN0000279	10	20	11	9	1
MTGEN0000280	10	20	11	9	1
MTGEN0000281	5	10	6	4	1
MTGEN0000282	0	0	0	0	0
MTGEN0000283	0	0	0	0	0
MTGEN0000284	10	20	11	9	1
MTGEN0000285	10	15	11	9	1
MTGEN0000286	0	0	0	0	0
MTGEN0000287	0	0	0	0	0
MTGEN0000288	0	0	0	0	0
MTGEN0000289	15	20	16	14	1
MTGEN0000290	0	0	0	0	0
MTGEN0000291	0	0	0	0	0
MTGEN0000292	15	20	16	14	1
MTGEN0000293	5	10	6	4	1
MTGEN0000294	5	10	6	4	1
MTGEN0000295	5	10	6	4	1
MTGEN0000296	5	10	6	4	1
MTGEN0000297	2	4	3	1	1
MTGEN0000298	10	15	11	9	1
MTGEN0000299	10	15	11	9	1
MTGEN0000300	5	10	6	4	1
MTGEN0000301	4	8	5	3	1
MTGEN0000302	5	15	6	4	1
MTGEN0000303	10	15	11	9	1
MTGEN0000304	10	15	11	9	1
MTGEN0000305	10	15	11	9	1
MTGEN0000306	10	15	11	9	1
MTGEN0000307	10	15	11	9	1
MTGEN0000308	10	15	11	9	1
MTGEN0000309	10	15	11	9	1
MTGEN0000310	10	15	11	9	1
MTGEN0000311	0	0	0	0	0
MTGEN0000312	10	15	11	9	1
MTGEN0000313	10	15	11	9	1
MTGEN0000314	10	15	11	9	1
MTGEN0000315	10	15	11	9	1
MTGEN0000316	10	15	11	9	1
MTGEN0000317	10	15	11	9	1
MTGEN0000318	2	5	3	2	1
MTGEN0000319	2	5	3	2	1
MTGEN0000320	0	0	0	0	0
MTGEN0000321	10	15	11	9	1
MTGEN0000322	0	0	0	0	0
MTGEN0000323	0	0	0	0	0
MTGEN0000324	0	0	0	0	0
MTGEN0000325	8	15	9	6	1
MTGEN0000326	8	15	9	6	1
MTGEN0000327	6	12	7	5	1
MTGEN0000328	0	0	0	0	0
MTGEN0000329	0	0	0	0	0
MTGEN0000330	8	15	9	6	1
MTGEN0000331	8	15	9	6	1
MTGEN0000332	0	0	0	0	0
MTGEN0000333	10	15	11	9	1
MTGEN0000334	10	15	11	9	1
MTGEN0000335	8	15	9	6	1
MTGEN0000336	0	0	0	0	0
MTGEN0000337	0	0	0	0	0
MTGEN0000338	0	0	0	0	0
MTGEN0000339	0	0	0	0	0
MTGEN0000340	0	0	0	0	0
MTGEN0000341	0	0	0	0	0
MTGEN0000342	0	0	0	0	0
MTGEN0000343	8	20	9	11	1
MTGEN0000344	0	0	0	0	0
MTGEN0000345	5	10	6	4	1
MTGEN0000346	5	10	6	4	1
MTGEN0000347	5	10	6	4	1
MTGEN0000348	5	10	6	4	1
MTGEN0000349	5	10	6	4	1
MTGEN0000350	5	10	6	4	1
MTGEN0000351	5	10	6	4	1
MTGEN0000352	5	10	6	4	1
MTGEN0000353	0	0	0	0	0
MTGEN0000354	50	100	55	45	1
MTGEN0000355	0	0	0	0	0
MTGEN0000356	20	40	21	19	1
MTGEN0000357	20	40	21	19	1
MTGEN0000358	10	20	11	9	1
MTGEN0000359	0	0	0	0	0
MTGEN0000360	10	15	11	4	1
MTGEN0000361	10	20	11	9	1
MTGEN0000362	0	0	0	0	0
MTGEN0000363	10	25	11	14	1
MTGEN0000364	10	20	11	9	1
MTGEN0000365	0	0	0	0	0
MTGEN0000366	0	0	0	0	0
MTGEN0000367	0	0	0	0	0
MTGEN0000368	2	6	3	3	1
MTGEN0000369	2	6	3	3	1
MTGEN0000370	0	0	0	0	0
MTGEN0000371	2	10	3	7	1
MTGEN0000372	2	10	3	7	1
MTGEN0000373	2	10	3	7	1
MTGEN0000374	2	10	3	7	1
MTGEN0000375	2	10	3	7	1
MTGEN0000376	2	10	3	7	1
MTGEN0000377	2	10	3	7	1
MTGEN0000378	2	10	3	7	1
MTGEN0000379	2	10	3	7	1
MTGEN0000380	2	10	3	7	1
MTGEN0000381	2	10	3	7	1
MTGEN0000382	2	10	3	7	1
MTGEN0000383	2	10	3	7	1
MTGEN0000384	1	4	2	2	1
MTGEN0000385	2	4	3	1	1
MTGEN0000386	0	0	0	0	0
MTGEN0000387	0	0	0	0	0
MTGEN0000388	2	10	3	7	1
MTGEN0000389	0	0	0	0	0
MTGEN0000390	25	75	26	49	1
MTGEN0000391	2	5	3	2	1
MTGEN0000392	0	0	0	0	0
MTGEN0000393	0	0	0	0	0
MTGEN0000394	0	0	0	0	0
MTGEN0000395	0	0	0	0	0
MTGEN0000396	2	5	3	2	1
MTGEN0000397	0	0	0	0	0
MTGEN0000398	10	20	11	9	1
MTGEN0000399	10	20	11	9	1
MTGEN0000400	10	20	11	9	1
MTGEN0000401	5	10	6	4	1
MTGEN0000402	5	10	6	4	1
MTGEN0000403	10	20	11	9	1
MTGEN0000404	10	20	11	9	1
MTGEN0000405	3	10	4	6	1
MTGEN0000406	0	0	0	0	0
MTGEN0000407	0	0	0	0	0
MTGEN0000408	5	10	6	4	1
MTGEN0000409	0	0	0	0	0
MTGEN0000410	0	0	0	0	0
MTGEN0000411	10	20	11	9	1
MTGEN0000412	5	10	6	4	1
MTGEN0000413	0	0	0	0	0
MTGEN0000414	5	10	6	4	1
MTGEN0000415	5	10	6	4	1
MTGEN0000416	5	10	6	4	1
MTGEN0000417	10	20	11	9	1
MTGEN0000418	0	0	0	0	0
MTGEN0000419	0	0	0	0	0
MTGEN0000420	10	15	11	9	1
MTGEN0000421	10	15	11	9	1
MTGEN0000422	10	15	11	9	1
MTGEN0000423	10	15	11	9	1
MTGEN0000424	10	15	11	9	1
MTGEN0000425	10	15	11	9	1
MTGEN0000426	5	10	6	4	1
MTGEN0000427	10	15	11	9	1
MTGEN0000428	5	10	6	4	1
MTGEN0000429	10	15	11	9	1
MTGEN0000430	10	15	11	9	1
MTGEN0000431	5	10	6	4	1
MTGEN0000432	0	0	0	0	0
MTGEN0000433	5	10	6	4	1
MTGEN0000435	0	0	0	0	0
MTGEN0000436	0	0	0	0	0
MTGEN0000437	0	0	0	0	0
MTGEN0000438	5	10	6	4	1
MTGEN0000439	0	0	0	0	0
MTGEN0000440	5	10	6	4	1
MTGEN0000441	5	10	6	4	1
MTGEN0000442	10	15	11	9	1
MTGEN0000443	0	0	0	0	0
MTGEN0000444	0	0	0	0	0
MTGEN0000445	100	200	105	95	1
MTGEN0000446	0	0	0	0	0
MTGEN0000447	0	0	0	0	0
MTGEN0000448	0	0	0	0	0
MTGEN0000449	0	0	0	0	0
MTGEN0000450	10	20	11	9	1
MTGEN0000451	10	20	11	9	1
MTGEN0000452	10	20	11	9	1
MTGEN0000453	10	20	11	9	1
MTGEN0000454	0	0	0	0	0
MTGEN0000455	3	10	4	6	1
MTGEN0000456	2	10	3	7	1
MTGEN0000457	0	0	0	0	0
MTGEN0000458	1	3	2	1	1
MTGEN0000459	1	2	2	0	1
MTGEN0000460	10	15	11	9	1
MTGEN0000461	5	10	6	4	1
MTGEN0000462	10	15	11	9	1
MTGEN0000463	0	0	0	0	0
MTGEN0000464	10	15	11	9	1
MTGEN0000465	15	10	11	14	1
MTGEN0000466	0	0	0	0	0
MTGEN0000467	0	0	0	0	0
MTGEN0000468	0	0	0	0	0
MTGEN0000469	0	0	0	0	0
MTGEN0000470	0	0	0	0	0
MTGEN0000471	0	0	0	0	0
MTGEN0000472	0	0	0	0	0
MTGEN0000473	0	0	0	0	0
MTGEN0000474	0	0	0	0	0
MTGEN0000475	10	15	11	9	1
MTGEN0000476	0	0	0	0	0
MTGEN0000477	0	0	0	0	0
MTGEN0000478	0	0	0	0	0
MTGEN0000479	1	2	2	0	1
MTGEN0000480	2	8	3	5	1
MTGEN0000481	2	8	3	5	1
MTGEN0000482	5	10	6	4	1
MTGEN0000483	3	10	4	6	1
MTGEN0000484	1	6	2	4	1
MTGEN0000485	2	10	3	7	1
MTGEN0000486	2	10	3	7	1
MTGEN0000487	0	0	0	0	0
MTGEN0000488	25	50	26	24	1
MTGEN0000489	25	50	26	24	1
MTGEN0000490	10	15	11	9	1
MTGEN0000491	0	0	0	0	0
MTGEN0000492	0	0	0	0	0
MTGEN0000493	0	0	0	0	0
MTGEN0000494	0	0	0	0	0
MTGEN0000496	100	500	105	395	1
MTGEN0000497	1	5	2	3	1
MTGEN0000498	0	0	0	0	0
MTGEN0000499	0	0	0	0	0
MTGEN0000500	0	0	0	0	0
MTGEN0000501	0	0	0	0	0
MTGEN0000502	0	0	0	0	0
MTGEN0000503	0	0	0	0	0
MTGEN0000504	0	0	0	0	0
MTGEN0000505	0	0	0	0	0
MTGEN0000506	0	0	0	0	0
MTGEN0000507	10	20	11	9	1
MTGEN0000508	10	20	11	9	1
MTGEN0000509	10	20	11	9	1
MTGEN0000510	2	4	3	1	1
MTGEN0000511	8	15	9	6	1
MTGEN0000512	5	10	6	4	1
MTGEN0000513	5	10	6	4	1
MTGEN0000514	8	15	9	6	1
MTGEN0000515	8	15	9	6	1
MTGEN0000516	8	15	9	6	1
MTGEN0000517	8	15	9	6	1
MTGEN0000518	8	15	9	6	1
MTGEN0000519	5	10	6	4	1
MTGEN0000520	0	0	0	0	0
MTGEN0000521	5	10	6	4	1
MTGEN0000522	8	10	9	1	1
MTGEN0000523	2	5	3	2	1
MTGEN0000524	40	75	50	25	1
MTGEN0000525	40	75	50	25	1
MTGEN0000526	40	75	50	25	1
MTGEN0000527	10	20	12	8	1
MTGEN0000528	10	20	12	8	1
MTGEN0000529	10	20	12	8	1
MTGEN0000530	10	20	12	8	1
MTGEN0000531	0	0	0	0	0
MTGEN0000532	10	20	12	8	1
MTGEN0000533	10	20	12	8	1
MTGEN0000534	10	20	12	8	1
MTGEN0000535	8	15	9	6	1
MTGEN0000536	5	10	11	-1	1
MTGEN0000537	0	0	0	0	0
MTGEN0000538	5	10	6	4	1
MTGEN0000539	5	10	6	4	1
MTGEN0000540	5	10	6	4	1
MTGEN0000541	5	10	6	4	1
MTGEN0000542	8	15	9	6	1
MTGEN0000543	8	15	9	6	1
MTGEN0000544	5	10	6	4	1
MTGEN0000545	0	0	0	0	0
MTGEN0000546	0	0	0	0	0
MTGEN0000547	0	0	0	0	0
MTGEN0000548	10	20	11	9	1
MTGEN0000549	0	0	0	0	0
MTGEN0000550	10	20	11	9	1
MTGEN0000551	10	20	11	9	1
MTGEN0000552	10	20	11	9	1
MTGEN0000553	5	10	6	4	1
MTGEN0000554	0	0	0	0	0
MTGEN0000555	10	20	11	9	1
MTGEN0000556	10	20	11	9	1
MTGEN0000557	10	20	11	9	1
MTGEN0000558	10	20	11	9	1
MTGEN0000559	8	5	9	-4	1
MTGEN0000560	8	15	9	6	1
MTGEN0000561	8	15	9	6	1
MTGEN0000562	5	10	6	4	1
MTGEN0000563	5	10	6	4	1
MTGEN0000564	0	0	0	0	0
MTGEN0000565	5	10	6	4	1
MTGEN0000566	0	0	0	0	0
MTGEN0000567	5	10	6	4	1
MTGEN0000568	0	0	0	0	0
MTGEN0000569	0	0	0	0	0
MTGEN0000570	2	4	3	1	1
MTGEN0000571	10	20	11	9	1
MTGEN0000572	10	20	11	9	1
MTGEN0000573	8	15	9	6	1
MTGEN0000574	5	10	6	4	1
MTGEN0000575	5	10	6	4	1
MTGEN0000576	5	10	6	4	1
MTGEN0000577	5	10	6	4	1
MTGEN0000578	5	10	6	4	1
MTGEN0000579	5	10	6	4	1
MTGEN0000580	25	50	26	24	1
MTGEN0000581	25	50	26	24	1
MTGEN0000582	2	4	3	1	1
MTGEN0000583	2	4	3	1	1
MTGEN0000584	10	20	10	10	1
MTGEN0000585	100	500	105	395	1
MTGEN0000586	100	500	105	395	1
MTGEN0000587	50	100	55	45	1
MTGEN0000588	50	100	55	45	1
MTGEN0000589	50	100	55	45	1
MTGEN0000590	50	100	55	45	1
MTGEN0000591	10	20	10	10	1
MTGEN0000592	8	15	9	6	1
MTGEN0000593	0	0	0	0	0
MTGEN0000594	0	0	0	0	0
MTGEN0000595	0	0	0	0	0
MTGEN0000596	2	10	3	7	1
MTGEN0000597	2	10	3	7	1
MTGEN0000598	10	20	11	9	1
MTGEN0000599	10	20	11	9	1
MTGEN0000600	10	20	11	9	1
MTGEN0000601	0	0	0	0	0
MTGEN0000602	0	0	0	0	0
MTGEN0000603	0	0	0	0	0
MTGEN0000604	25	100	26	74	1
MTGEN0000605	25	100	26	74	1
MTGEN0000606	25	100	26	74	1
MTGEN0000607	0	0	0	0	0
MTGEN0000608	10	30	11	19	1
MTGEN0000609	0	0	0	0	0
MTGEN0000610	2	10	3	7	1
MTGEN0000611	1	5	2	3	1
MTGEN0000612	0	0	0	0	0
MTGEN0000613	0	0	0	0	0
MTGEN0000614	0	0	0	0	0
MTGEN0000615	0	0	0	0	0
MTGEN0000616	0	0	0	0	0
MTGEN0000617	0	0	0	0	0
MTGEN0000618	0	0	0	0	0
MTGEN0000619	0	0	0	0	0
MTGEN0000620	0	0	0	0	0
MTGEN0000621	0	0	0	0	0
MTGEN0000622	0	0	0	0	0
MTGEN0000623	0	0	0	0	0
MTGEN0000624	0	0	0	0	0
MTGEN0000625	0	0	0	0	0
MTGEN0000626	20	50	21	29	1
MTGEN0000627	20	50	21	29	1
MTGEN0000628	20	50	21	29	1
MTGEN0000629	20	50	21	29	1
MTGEN0000630	0	0	0	0	0
MTGEN0000631	20	50	21	29	1
MTGEN0000632	20	50	21	29	1
MTGEN0000633	0	0	0	0	0
MTGEN0000634	0	0	0	0	0
MTGEN0000635	0	0	0	0	0
MTGEN0000636	5	10	6	4	1
MTGEN0000637	0	0	0	0	0
MTGEN0000638	2	5	3	2	1
MTGEN0000639	20	30	21	9	1
MTGEN0000640	2	10	3	7	1
MTGEN0000641	4	6	5	1	1
MTGEN0000642	4	10	5	5	1
MTGEN0000643	5	10	6	4	1
MTGEN0000644	2	6	3	6	1
MTGEN0000645	0	0	0	0	0
MTGEN0000646	0	0	0	0	0
MTGEN0000647	0	0	0	0	0
MTGEN0000648	0	0	0	0	0
MTGEN0000649	0	0	0	0	0
MTGEN0000650	0	0	0	0	0
MTGEN0000651	0	0	0	0	0
MTGEN0000652	0	0	0	0	0
MTGEN0000653	0	0	0	0	0
MTGEN0000654	25	50	26	24	1
MTGEN0000655	25	50	26	24	1
MTGEN0000656	25	50	26	24	1
MTGEN0000657	25	50	26	24	1
MTGEN0000661	25	75	26	49	1
MTGEN0000663	10	20	11	9	1
MTGEN0000664	10	20	11	9	1
MTGEN0000665	10	20	11	9	1
MTGEN0000666	1	3	2	1	1
MTGEN0000667	5	10	6	4	1
MTGEN0000668	10	20	11	9	1
MTGEN0000669	2	10	3	7	1
MTGEN0000670	0	0	0	0	0
MTGEN0000671	0	0	0	0	0
MTGEN0000672	100	500	200	300	1
MTGEN0000673	0	0	0	0	0
MTGEN0000674	0	0	0	0	0
MTGEN0000675	1	1	0	1	1
MTGEN0000676	0	0	0	0	0
MTGEN0000677	10	25	11	14	1
MTGEN0000678	2	5	3	2	1
MTGEN0000680	3	6	4	2	1
MTGEN0000681	3	6	4	2	1
MTGEN0001213	2	4	3	1	1
MTGEN0001214	2	4	3	1	1
MTGEN0001352	2	4	3	1	1
MTGEN0001353	2	4	3	1	1
MTGEN0001354	2	4	3	1	1
MTGEN0001355	5	10	6	4	1
MTGEN0001356	5	10	6	4	1
MTGEN0001357	0	0	0	0	0
MTGEN0001358	0	0	0	0	0
MTGEN0001359	2	4	3	1	1
MTGEN0001360	0	0	0	0	0
MTGEN0001361	2	4	3	1	1
MTGEN0001362	0	0	0	0	0
MTGEN0001363	0	0	0	0	0
MTGEN0001364	0	0	0	0	0
MTGEN0001365	0	0	0	0	0
MTGEN0001366	0	0	0	0	0
MTGEN0001367	0	0	0	0	0
MTGEN0001368	0	0	0	0	0
MTGEN0001369	0	0	0	0	0
MTGEN0001370	0	0	0	0	0
MTGEN0001371	0	0	0	0	0
MTGEN0001372	1	5	2	3	1
MTGEN0001373	1	5	2	3	1
MTGEN0001374	1	5	2	3	1
MTGEN0001375	1	5	2	3	1
MTGEN0001376	0	0	0	0	0
MTGEN0001377	2	6	3	3	1
MTGEN0001378	0	0	0	0	0
MTGEN0001379	0	0	0	0	0
MTGEN0001380	0	0	0	0	0
MTGEN0001381	0	0	0	0	0
MTGEN0001382	0	0	0	0	0
MTGEN0001383	0	0	0	0	0
MTGEN0001384	0	0	0	0	0
MTGEN0001385	0	0	0	0	0
MTGEN0001386	5	10	6	4	1
MTGEN0001387	0	0	0	0	0
MTGEN0001388	0	0	0	0	0
MTGEN0001389	0	0	0	0	0
MTGEN0001390	0	0	0	0	0
MTGEN0001391	20	50	21	29	1
MTGEN0001392	8	20	9	11	1
MTGEN0001393	8	20	9	11	1
MTGEN0001394	0	0	0	0	0
MTGEN0001395	0	0	0	0	0
MTGEN0001396	0	0	0	0	0
MTGEN0001397	25	75	26	49	1
MTGEN0001398	0	0	0	0	0
MTGEN0001399	0	0	0	0	0
MTGEN0001400	0	0	0	0	0
MTGEN0001401	0	0	0	0	0
MTGEN0001402	5	10	6	4	1
MTGEN0001403	5	10	6	4	1
MTGEN0001404	5	10	6	4	1
MTGEN0001405	5	10	6	4	1
MTGEN0001406	5	10	6	4	1
MTGEN0001407	2	10	3	7	1
MTGEN0001408	5	10	6	4	1
MTGEN0001409	0	0	0	0	0
MTGEN0001410	2	10	3	7	1
MTGEN0001411	0	0	0	0	0
MTGEN0001412	15	30	16	14	1
MTGEN0001413	0	0	0	0	0
MTGEN0001414	0	0	0	0	0
MTGEN0001415	0	0	0	0	0
MTGEN0001416	0	0	0	0	0
MTGEN0001417	0	0	0	0	0
MTGEN0001418	0	0	0	0	0
MTGEN0001419	0	0	0	0	0
MTGEN0001420	0	0	0	0	0
MTGEN0001421	0	0	0	0	0
MTGEN0001422	10	15	11	9	1
MTGEN0001423	10	15	11	9	1
MTGEN0001424	0	0	0	0	0
MTGEN0001425	5	10	6	4	1
MTGEN0001426	10	15	11	9	1
MTGEN0001427	10	15	11	9	1
MTGEN0001428	0	0	0	0	0
MTGEN0001429	10	15	11	9	1
MTGEN0001430	8	11	9	2	1
MTGEN0001431	5	10	6	4	1
MTGEN0001432	0	0	0	0	0
MTGEN0001433	0	0	0	0	0
MTGEN0001434	0	0	0	0	0
MTGEN0001435	0	0	0	0	0
MTGEN0001436	10	15	11	9	1
MTGEN0001437	10	15	11	9	1
MTGEN0001438	10	15	11	9	1
MTGEN0001439	0	0	0	0	0
MTGEN0001440	0	0	0	0	0
MTGEN0001441	10	15	11	9	1
MTGEN0001442	2	4	3	1	1
MTGEN0001443	0	0	0	0	0
MTGEN0001444	0	0	0	0	0
MTGEN0001445	0	0	0	0	0
MTGEN0001446	100	500	105	395	1
MTGEN0001447	100	500	105	395	1
MTGEN0001448	0	0	0	0	0
MTGEN0001449	0	0	0	0	0
MTGEN0001450	0	0	0	0	0
MTGEN0001451	20	50	21	29	1
MTGEN0001452	1	5	2	3	1
MTGEN0001453	1	5	2	3	1
MTGEN0001454	0	0	0	0	0
MTGEN0001455	25	100	26	74	1
MTGEN0001456	4	8	5	3	1
MTGEN0001457	100	500	200	300	1
MTGEN0001458	0	0	0	0	0
MTGEN0001459	0	0	0	0	0
MTGEN0001460	0	0	0	0	0
MTGEN0001549	0	0	0	0	0
MTGEN0001551	0	0	0	0	0
MTGEN0001570	0	0	0	0	0
MTGEN0001571	0	0	0	0	0
MTGEN0001572	0	0	0	0	0
MTGEN0001573	0	0	0	0	0
MTGEN0001574	0	0	0	0	0
MTGEN0001575	0	0	0	0	0
MTGEN0001576	100	500	101	399	1
MTGEN0001577	2	5	3	2	1
MTGEN0001578	0	0	0	0	0
MTGEN0001579	0	0	0	0	0
MTGEN0001580	0	0	0	0	0
MTGEN0001584	2	5	3	2	1
MTGEN0001585	0	0	0	0	0
MTGEN0001586	0	0	0	0	0
MTGEN0001587	0	0	0	0	0
MTGEN0001588	0	0	0	0	0
MTGEN0001589	0	0	0	0	0
MTGEN0001590	10	20	11	9	1
MTGEN0001591	0	0	0	0	0
MTGEN0001592	0	0	0	0	0
MTGEN0001593	0	0	0	0	0
MTGEN0001599	0	0	0	0	0
MTGEN0001610	2	5	3	2	1
MTGEN0001619	1	2	1	1	1
MTGEN0001623	100	500	101	399	1
MTGEN0001629	10	20	11	9	1
MTGEN0001630	0	0	0	0	0
MTGEN0001638	0	0	0	0	0
MTGEN0001639	0	0	0	0	0
MTGEN0001640	0	0	0	0	0
MTGEN0001641	0	0	0	0	0
MTGEN0001644	0	0	0	0	0
MTGEN0001649	0	0	0	0	0
MTGEN0001650	5	10	6	4	1
MTGEN0001656	0	0	0	0	0
MTGEN0001657	0	0	0	0	0
MTGEN0001658	0	0	0	0	0
MTGEN0001659	0	0	0	0	0
MTGEN0001668	0	0	0	0	0
MTGEN0001669	10	20	11	9	1
MTGEN0001670	50	100	51	49	1
MTGEN0001679	0	0	0	0	0
MTGEN0001680	0	0	0	0	0
MTGEN0001804	0	0	0	0	0
MTGEN0001805	0	0	0	0	0
MTGEN0001806	0	0	0	0	0
MTGEN0001807	0	0	0	0	0
MTGEN0001844	0	0	0	0	0
MTGEN0001845	0	0	0	0	0
MTGEN0001846	0	0	0	0	0
MTGEN0001847	0	0	0	0	0
MTGEN0001848	0	0	0	0	0
MTGEN0001849	0	0	0	0	0
MTGEN0001876	0	0	0	0	0
MTGEN0001877	0	0	0	0	0
MTGEN0001878	0	0	0	0	0
MTGEN0001879	0	0	0	0	0
MTGEN0001880	0	0	0	0	0
MTGEN0001881	0	0	0	0	0
MTGEN0001882	0	0	0	0	0
MTGEN0001883	0	0	0	0	0
MTGEN0001884	0	0	0	0	0
MTGEN0001885	0	0	0	0	0
MTGEN0001886	0	0	0	0	0
MTGEN0001887	0	0	0	0	0
MTGEN0001888	0	0	0	0	0
MTGEN0001889	0	0	0	0	0
MTGEN0001890	0	0	0	0	0
MTGEN0001891	0	0	0	0	0
MTGEN0001892	0	0	0	0	0
MTGEN0001893	0	0	0	0	0
MTGEN0001894	0	0	0	0	0
MTGEN0001895	0	0	0	0	0
MTGEN0001896	0	0	0	0	0
MTGEN0001897	0	0	0	0	0
MTGEN0001898	0	0	0	0	0
MTGEN0001899	0	0	0	0	0
MTGEN0001900	0	0	0	0	0
MTGEN0001901	0	0	0	0	0
MTGEN0001902	0	0	0	0	0
MTGEN0001903	0	0	0	0	0
MTGEN0001904	0	0	0	0	0
MTGEN0001905	0	0	0	0	0
MTGEN0001906	0	0	0	0	0
MTGEN0001907	0	0	0	0	0
MTGEN0001908	0	0	0	0	0
MTGEN0001918	0	0	0	0	0
MTGEN0001930	0	0	0	0	0
MTGEN0001931	0	0	0	0	0
MTGEN0001932	0	0	0	0	0
MTGEN0001937	0	0	0	0	0
MTGEN0001938	0	0	0	0	0
MTGEN0001939	0	0	0	0	0
MTGEN0001946	0	0	0	0	0
MTGEN0001947	0	0	0	0	0
MTGEN0001948	0	0	0	0	0
MTGEN0001949	0	0	0	0	0
MTGEN0001950	0	0	0	0	0
MTGEN0001955	10	20	10	10	1
MTGEN0001956	5	10	5	5	1
MTGEN0001957	0	0	0	0	0
MTGEN0001962	0	0	0	0	0
MTGEN0001992	0	0	0	0	0
MTGEN0001993	0	0	0	0	0
MTGEN0001994	0	0	0	0	0
MTGEN0001995	0	0	0	0	0
MTGEN0001996	0	0	0	0	0
MTGEN0001997	0	0	0	0	0
MTGEN0001998	0	0	0	0	0
MTGEN0002021	0	0	0	0	0
MTGEN0002022	0	0	0	0	0
MTGEN0002024	0	0	0	0	0
MTGEN0002025	0	0	0	0	0
MTGEN0002028	0	0	0	0	0
MTGEN0002030	0	0	0	0	0
MTGEN0002038	0	0	0	0	0
MTGEN0002040	0	0	0	0	0
MTGEN0002046	0	0	0	0	0
MTGEN0002047	0	0	0	0	0
MTGEN0002048	0	0	0	0	0
MTGEN0002055	0	0	0	0	0
MTGEN0002061	0	0	0	0	0
